title,jobId,currency,jobUploaded,companyName,tagsAndSkills,experience,salary,location,companyId,ReviewsCount,AggregateRating,jobDescription,minimumSalary,maximumSalary,minimumExperience,maximumExperience
Automation Compliance Qualification Engineer,290925909692,INR,4 Days Ago,IBM,"python,server hardware,documentation,networking,linux,rest,css,lab testing",2-5 Yrs,Not disclosed,Bengaluru,16987,24311.0,3.9,"<br /> <br />About The Role IBM Cloud Position in Bangalore, India for a Hardware Server Qualification support Engineer involving Programming, Automation, Security, Compliance, Qualification, and Regression Testing. This role is related to component and server qualification for the latest x86 server technology, GPU accelerator technology (for Artificial Intelligence and Machine Learning workloads), and networking technology used in high density systems to support an enterprise Cloud customer base for the IBM Public Cloud. This position is for an engineer proficient in programming and automation of firmware to be deployed in worldwide data centers. The individual will work on a small team and should be very detail oriented with excellent documentation and communication skills. Programming experience (Linux and Python) along with Hardware knowledge and familiarity with x86 computer servers, components, and GPU based systems is preferred. The candidate should also be familiar with server hardware subsystems including processor memory storage, I/O adapters, PCI busses and switches, and BMCs. Familiarity with FW/BIOS updates and settings and network booting is preferred and knowledge of JIRA, Redfish, and xCAT, and security vulnerabilities/compliance along with patching of systems out of compliance is a definite advantage.<br /> <br /> <br /> Required education <br /> Bachelor's Degree <br /> <br /> Preferred education <br /> Master's Degree <br /> <br /> Required technical and professional expertise <br /> Required Skills - Candidate should be detail oriented with excellent documentation and communication skills and very comfortable/experienced in the following Lab Testing areas: Ability to program using Linux and Python<br /> Good understanding/familiarity of Python coding/Redfish/OpenBMC<br /> Comfortable with Server level BMC, BIOS, and firmware<br /> Automation of BMC and BIOS firmware updates to the field<br />Familiarity with server bring-up including firmware/bios updates, bios settings, network boosting, and basic networking is very beneficial<li></li>Clear Documentation and Communication of Results<li></li> Strong understanding of server hardware and networking design <br /> <br /> Preferred technical and professional experience <br /> Preferred <br /><br /><b>Skills:</b><li> The preferred skills are a plus and candidates are not expected to possess all of these. On The Job training will be provided for new skills necessaryProficient at Qualification/Verification of server & component level Hardware & Firmware Functions, and Data Analysis</li><li></li>Familiarity with server hardware design including processors, memory, storage drives, I/O adapters, BIOS, and BMC<li></li> Good understanding of server hardware and components (CPUs, DIMMs, Drives, NIC Cards, etc.)",0.0,0.0,2.0,5.0
Business Development Executive,210825011885,INR,6 Days Ago,Binny Wads,"Client Relationship Management,B2B Sales,Presentation Skills,Lead Generation,Travel Planning,Client Meeting,Business development,Presentation",1-4 Yrs,10-12 Lacs PA,"Mumbai, Hyderabad, Bengaluru",12021,17.0,2.7,"Must have prior experience in B2B sales and operations.
Responsible for attending client meetings to secure new orders and build business.
Prepare presentations and sales reports for management.",1000000.0,1200000.0,1.0,4.0
Product Manager - Mumbai - OTC- Andheri Location,230925020708,INR,10 Days Ago,Extrius Consultants,"PMT,OTC,Product Manager,New Product Launch,New product,Product management,Launch,Management",3-8 Yrs,19-34 Lacs PA,"Thane, Navi Mumbai, Mumbai (All Areas)",2920738,,,"Identifying new market opportunities,launching and nurturing brand Bpharma + MBA from a reputed Institute",1900000.0,3400000.0,3.0,8.0
SAP SD Consultant,250925913156,INR,8 Days Ago,IDESLABS PRIVATE LIMITED,"sharepoint,html,sd module,configuring,javascript,css,user support,sap sd",5-7 Yrs,Not disclosed,Mumbai,5003360,,,Minimum of 5 years designing and configuring SD modules.  . Ability to multitask and manage multiple deliverables and projects at the same time. <br><br>Able to understand business requirement and work independently in SD areas,0.0,0.0,5.0,7.0
QA Automation Engineer (Oracle Utilities),31025020410,INR,Just Now,Arroyo Consulting,"Playwright,Oracle Utilities,Test Scripts,Oracle C2M,Automation Testing,WAM,Visual Studio,Scripting",3-8 Yrs,Not disclosed,Remote,123468093,,,"Azure DevOps Services (error tracking & documentation). Playwright (preferred),Selenium. <br><br>The ideal candidate should have experience in Oracle Utilities (not necessarily expert level) and solid technical depth in test automation tools.  <br><br>Experience building testing frameworks and familiarity with ERP processes (supply chain,work and asset,financial,etc.)",0.0,0.0,3.0,8.0
Sr. Business Analyst,31025500107,INR,Few Hours Ago,Tech Mahindra,"Application support,Senior Business Analyst,Troubleshooting,Senior,Business analysis,Application,SR",3-12 Yrs,Not disclosed,Bengaluru,1430370,39993.0,3.4,"Common : Experience with Cerner Application support,Incident resolution,Implementation of Cerner Millennium Projects. <br><br>Experience in configuring and troubleshooting CERNER solution functionalities / Components.",0.0,0.0,3.0,12.0
Application Developer,250925922601,INR,8 Days Ago,Accenture,"business process mapping,sap sd,distribution,sap presales,application configuration,sap,data analysis,business analysis",3-8 Yrs,Not disclosed,Bengaluru,27117,66727.0,3.7,"Educational Qualification : 15 years full time education. Summary :As an Application Developer,you will design,build,and configure applications to meet business process and application requirements<br><br> Project Role Description : Design,build and configure applications to meet business process and application requirements. Must have skills : SAP Sales and Distribution (SD)",0.0,0.0,3.0,8.0
BBM -Branch Business Manager,260925923837,INR,7 Days Ago,Talent21,"Loan Against Property,Housing Loan,Lap,Branch Handling,Secured Loan,Branch Management,Home Loans,Mortgage Loans",4-8 Yrs,4-6.5 Lacs PA,Srikakulam,2156014,,,4 .To find new micro markets and empanel good quality referral partners to scale up Micro LAP business & Gold backed secured business loan <br><br>5 .To Constantly look out for opportunities for improve customer experience by giving inputs to the Sr. Management for addressing the unmet needs of the customer,400000.0,650000.0,4.0,8.0
"Sr Production Engineer -Frozen Foods, Jejuri ,PUne,Relocated Can apply",300925917400,INR,3 Days Ago,HR Innovation Group,"Food Manufacturing,Frozen,Agri,Food Technology,Food Engineering,Food Processing,Production Operations,FMCG",4-8 Yrs,3.5-4.5 Lacs PA,Aurangabad,6398332,,,"<p><strong>Preferred candidate profile</strong> </p><br /><br /><p>Post - Sr Production Engineer -Frozen Foods</p><p>Location - Pune Jejuri </p><p>Experience -05-08 yrs</p><p>skills - Production , Frozen Foods</p><p>Contact  - 9356395439</p><p>Email - jobpune22@gmail.com</p>",350000.0,450000.0,4.0,8.0
UI UX Developer -Bangalore,250925011356,INR,4 Days Ago,Infosys,"Ui/Ux,User Interfaces,Graphic Designing,Interfaces,Development,UI UX Development,Usage,UI",4-9 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru",124269780,44792.0,3.5,<p> </p><p>Hiring for UI/UX Developer with experience range 1 to 18 Years</p><br /><p>Mandatory Skills:  UI/UX Developer </p><br /><p>Education: BE/B.Tech/BCA/MCA/M.Tech/BSc/MSc</p><br /><p>Interview Mode-F2F</p>,0.0,0.0,4.0,9.0
GCP data engineer,250925010736,INR,8 Days Ago,GIG Consultants,"Bigquery,Python,GCP,Data Flow,Flow,Data",3-8 Yrs,15-30 Lacs PA,"Hybrid - Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",5756738,,,"We are seeking an experienced GCP Data Engineer to design, build, and maintain scalable data pipelines and platforms on Google Cloud.",1500000.0,3000000.0,3.0,8.0
TAPI Tester,250925931182,INR,8 Days Ago,Krazy Mantra HR Solutions Pvt. Ltd,"nms testing,python,linux commands,netconf,sdn,automation framework,robot fw,rest",5-10 Yrs,Not disclosed,"Chennai, Bengaluru",3464282,,,Any graduate degree is required<br><br> We are looking for a skilled TAPI Tester with 5 to 12 years of experience<br><br>Experience with RestAPI testing and creating test suites and test cases,0.0,0.0,5.0,10.0
Strategy Manager,260625034578,INR,4 Days Ago,Godrej Properties,"Business Strategy,Corporate Strategy,Financial Modelling,Business Planning,Corporate Planning,Growth Strategy,Strategic Planning,Corporate",2-4 Yrs,Not disclosed,Pune,1428216,567.0,4.1,"MBA from Tier 1 (IIMs / ISB/MDI / XLRI/FMS) or international business schools<br><br>Experience: Minimum 2 years experience in a Top Management consulting firm such as McKinsey,Bain,BCG and A.T. Kearney <br><br>Skills Required:  . Ability to think logically and breakdown complex business problems into manageable tasks<br><br>Minimum 3 years of experience working with C-Suite",0.0,0.0,2.0,4.0
Email Support Executive,201023007166,INR,2 Days Ago,I Way Solutions,"Good Comm Skills,Email support,Email,Comm Skills,Comm",0-5 Yrs,2.25-3.75 Lacs PA,"Mohali, Chandigarh, Panchkula",1767196,,,Graduate & Post Graduates also required<br><br>solving customer problems as per requirement<br><br>raising complaints whenever required<br><br>providing over all customer service candidates must be 12th at least<br><br>must have good comminutions skills with Good knowledge of computer,225000.0,375000.0,0.0,5.0
Student Advisory Services - Sr. Associate Sales,81024016566,INR,4 Days Ago,GUS EDUCATION INDIA,"International Sales,Global Sales,Bpo Sales,Excellent Verbal And Written Communication Skills,Written Communication,Canada Sales,Excellent Communication In English,Strong Interpersonal Skills",2-6 Yrs,2.25-7 Lacs PA,Hyderabad,4833594,466.0,3.1,MINIMUM QUALIFICATION . Bachelors degree in a related field is preferred<br><br>Any certification in consultative selling or sales SKILLS<br><br>Experience with Canadian institutes / immigration will be preferred<br><br>Please call me between 11 and 6 p.m. on 7013876113 HR Razvi Note: Calls will be answered only from given time Monday through Friday. .,225000.0,700000.0,2.0,6.0
Technical Lead - L1,240925910057,INR,9 Days Ago,Wipro,"technical leadership,technical support,kafka streams,kafka,troubleshooting,hive,web services,scala",5-8 Yrs,Not disclosed,Bengaluru,1384,59858.0,3.7,"<br /><b> About The Role </b>  <br />Role Purpose    <br />The purpose of the role is to support process delivery by ensuring daily performance of the Production Specialists, resolve technical escalations and develop technical capability within the Production Specialists. <br /><br /><br /><b>Do </b>  <li>Oversee and support process by reviewing daily transactions on performance parameters  </li><li>Review performance dashboard and the scores for the team </li> <li>Support the team in improving performance parameters by providing technical support and process guidance </li> <li>Record, track, and document all queries received, problem-solving steps taken and total successful and unsuccessful resolutions </li> <li>Ensure standard processes and procedures are followed to resolve all client queries </li> <li>Resolve client queries as per the SLAs defined in the contract </li> <li>Develop understanding of process/ product for the team members to facilitate better client interaction and troubleshooting </li> <li>Document and analyze call logs to spot most occurring trends to prevent future problems </li> <li>Identify red flags and escalate serious client issues to Team leader in cases of untimely resolution </li> <li>Ensure all product information and disclosures are given to clients before and after the call/email requests </li> <li>Avoids legal challenges by monitoring compliance with service agreements   <br /> </li><li>Handle technical escalations through effective diagnosis and troubleshooting of client queries  </li><li>Manage and resolve technical roadblocks/ escalations as per SLA and quality requirements </li> <li>If unable to resolve the issues, timely escalate the issues to TA & SES </li> <li>Provide product support and resolution to clients by performing a question diagnosis while guiding users through step-by-step solutions </li> <li>Troubleshoot all client queries in a user-friendly, courteous and professional manner </li> <li>Offer alternative solutions to clients (where appropriate) with the objective of retaining customers and clients business </li> <li>Organize ideas and effectively communicate oral messages appropriate to listeners and situations </li> <li>Follow up and make scheduled call backs to customers to record feedback and ensure compliance to contract SLAs   <br /> </li><li>Build people capability to ensure operational excellence and maintain superior customer service levels of the existing account/client  </li><li>Mentor and guide Production Specialists on improving technical knowledge </li> <li>Collate trainings to be conducted as triage to bridge the skill gaps identified through interviews with the Production Specialist </li> <li>Develop and conduct trainings (Triages) within products for production specialist as per target </li> <li>Inform client about the triages being conducted </li> <li>Undertake product trainings to stay current with product features, changes and updates </li> <li>Enroll in product specific and any other trainings per client requirements/recommendations </li> <li>Identify and document most common problems and recommend appropriate resolutions to the team </li> <li>Update job knowledge by participating in self learning opportunities and maintaining personal networks <br /><br /><b>Mandatory Skills:</b></li><li> Kafka Integration .<br /><br /> Experience5-8 Years .<br /><br /></li>",0.0,0.0,5.0,8.0
Oracle Fusion Subscription Management Consultant,230925917922,INR,10 Days Ago,Jade Global,"revenue recognition,documentation,billing,revenue management,pricing,bi publisher,kubernetes,erp",8-13 Yrs,Not disclosed,Pune,81371,341.0,3.4,"<p>We are looking for a highly experienced <b>Oracle Fusion Subscription Management Consultant</b> to lead the design, configuration, and implementation of Oracle Subscription Management Cloud solutions. This role is critical to driving digital transformation initiatives, enabling efficient subscription lifecycle management, and aligning technology with evolving business models in subscription-based environments.</p><div></div><p><b>Key Responsibilities:</b></p><ul><li>Production support and enhancement of Oracle Fusion Subscription Management Cloud.</li><li>Act as a subject matter expert (SME) on subscription lifecycle processes, including order capture, billing, amendments, renewals, and cancellations.</li><li>Design scalable and compliant subscription billing models tailored to business needs.</li><li>Collaborate with Finance, Sales Ops, and IT teams to integrate Subscription Management with Oracle Financials, Revenue Management.</li><li>Own and drive solution architecture, business requirement gathering, and functional design documentation.</li><li>Support integration efforts with external systems.</li><li>Oversee and mentor junior consultants and offshore teams.</li><li>Lead testing cycles, user training, data migration, and post-production support.</li><li>Ensure compliance with accounting standards (e.g., ASC 606) and internal controls.</li></ul><div></div><p><b>Qualifications:</b></p><ul><li>8+ years of overall experience in Oracle ERP/Cloud implementations, with <b>minimum 3 years in Oracle Subscription Management Cloud</b>.</li><li>Deep functional understanding of Oracle Receivables, Revenue Management, Billing, and Pricing.</li><li>Proven leadership in at least 2 end-to-end Oracle Cloud Subscription Management implementations.</li><li>Hands-on experience in configuring product/service-based subscription models.</li><li>Strong knowledge of recurring billing, usage-based pricing, and revenue recognition.</li><li>Familiarity with Oracle Cloud reporting tools like OTBI and BI Publisher.</li><li>Excellent analytical, documentation, and communication skills.</li><li>Ability to manage multiple stakeholders and complex project timelines.</li></ul><div></div><p><b>Preferred Certifications:</b></p><ul><li>Oracle Cloud Subscription Management Certification</li><li>Oracle Financials Cloud Certification (AR, RMCS)</li></ul>",0.0,0.0,8.0,13.0
BPO Voice Support | US/UK/Canada Process | Immediate Joining,230925022217,INR,10 Days Ago,JobShop,"BPO,Customer Service,Voice Process,Bpo Voice,International Voice Process,International Call Center,AUS shift,US Sales",0-5 Yrs,3-6 Lacs PA,Bengaluru,1479540,,,"shift: Rotational . <br><br> salary: 5 to 6 LPA . Qualification: Graduation passed,Excellent English communication",300000.0,600000.0,0.0,5.0
Application Developer,230925933378,INR,10 Days Ago,Accenture,"web services,microservices,sql,rest,spring boot,css,hibernate,jquery",3-8 Yrs,Not disclosed,Hyderabad,27117,66727.0,3.7,Educational Qualification : BTech or MTech or MCA with IT or CSE or EEE or ECE15 years full time education<br><br> Must have skills : Spring Boot<br><br> Good to have skills : NAMinimum . 3 year(s) of experience is required<br><br>Skills:  - . Must To Have <br><br>Skills: Proficiency in Spring Boot.- Good To Have,0.0,0.0,3.0,8.0
Letter of Credit - Payments || Bengaluru & Hyderabad,230925019477,INR,10 Days Ago,Imaginators Try Going Beyond,"Letter Of Credit,Trade Finance,UCP,URR,LC,URC,ISBP,Document Checking",1-6 Yrs,4-9 Lacs PA,"Hyderabad, Bengaluru",744755,,,"Hiring for a Top BPM 
1 Year min of experience in Trade Finance Domain, UCP, ISBP, ISP, Incoterms 2020, URR, URC, OFAC, Boycott Language, Red Flag 
Sal upto - 3.8 to 9 LPA
Notice - 30 days max

Share resume on shikha@imaginators.co",400000.0,900000.0,1.0,6.0
"Sofware Development Engineer 2, Digital Accelaration",300925503357,INR,3 Days Ago,Amazon,"Computer science,Automation,NoSQL,Business transformation,Coding,Agile,Data structures,Internship",3-8 Yrs,Not disclosed,Bengaluru,728574,28774.0,4.0,"3+ years of non-internship professional software development experience <br><br>2+ years of non-internship design or architecture (design patterns,reliability and scaling) of new and existing systems experience <br><br>Experience working with high-traffic,scalable services is a plus<br><br>3+ years of Video Games Industry (supporting title Development,Release,or Live Ops) experience",0.0,0.0,3.0,8.0
Sr. Manager- II - IT SC,300925503958,INR,3 Days Ago,ICICI Prudential Life,"Computer science,ISO,Information security,Disaster recovery,Network security,Incident management,Risk management,Information technology",8-15 Yrs,Not disclosed,Mumbai,1617326,7193.0,4.0,"Knowledge ofSDLC (Software Development Life Cycle)Certification ofCA,CPA or CIA (or actively working towards) or other similar certificationswould be an added advantage . Demonstratedin-depth knowledge of concepts,best practices and controls in a breadth ofInformation Security areas / domains .",0.0,0.0,8.0,15.0
.NET + SPO (SharePoint Online) Professional,250925927813,INR,8 Days Ago,Krazy Mantra HR Solutions Pvt. Ltd,"web parts,workflow analysis,troubleshooting,api,sdlc process,c#,issue management,css",5-10 Yrs,Not disclosed,Hyderabad,3464282,,,"The ideal candidate will have 5 to 11 years of experience.  <br><br>Experience with APIs,Azure services,and SDLC methodologies",0.0,0.0,5.0,10.0
PROCESS INNOVATION PROFESSIONAL-RECORD To REPORT - PROJECT MANAGER,290925910339,INR,4 Days Ago,IBM,"accounts receivable,accounts payable,accounting,r2r,fixed asset accounting,financial analysis,six sigma,sap",6-8 Yrs,Not disclosed,Bengaluru,16987,24311.0,3.9,"Bachelors Degree . <br><br>Masters Degree . <br><br>Bachelor s degree in finance,Accounting,Economics,or related field<br><br>Required education <br><br>Preferred education <br><br>Required technical and professional expertise . <br><br>Preferred technical and professional experience . Proactive and ambitious individual with the ability to work independently and as part of a team.",0.0,0.0,6.0,8.0
Event Production and Operation Execuitve,260925031053,INR,7 Days Ago,LIVXS ,"Venue Management,Corporate Events,Client Servicing,Event Production,Media Management,Negotiation,PR,Hospitality Management",1-4 Yrs,2.5-3.25 Lacs PA,"Gurugram(Sector 43), Delhi / NCR",124719215,8.0,3.2,"Seeking an s Executive to manage logistics, timelines, on-ground execution, and team coordination for weddings, shoots, and events. It requires production management, vendor management, knowledge of media operations, and proficiency with Zoho tools.",250000.0,325000.0,1.0,4.0
Senior Product Manager,240925034553,INR,9 Days Ago,Skillventory,"Machinery Loan,Machinery Finance,Equipment Finance,Product manager,strategy,Management,Machinery,Product management",3-8 Yrs,Not disclosed,"Mumbai, Navi Mumbai, Mumbai (All Areas)",258014,,,"<p><strong>Role & responsibilities</strong> </p><br /><p>  Develop & manage end-to-end machinery finance products<br />  Define pricing, credit policy, documentation, and customer journey<br />  Collaborate with Sales, Risk, Ops, Legal & Tech teams<br />  Build partnerships with OEMs, dealers & channel partners<br />  Lead Go-to-Market strategies and launch plans<br />  Monitor product performance & profitability<br />  Drive digitization via LOS, LMS & workflow automation<br />  Ensure regulatory & policy compliance</p><br />",0.0,0.0,3.0,8.0
Senior Data Scientist,260925501105,INR,7 Days Ago,Mindtree,"GIT,orchestration,Architecture,Scalability,Agile development,Programming,data privacy,SDK",3-6 Yrs,Not disclosed,Pune,124878827,23764.0,3.7,<p> Job Title Gen AI Developer Python Agentic AI Location Pune Kharadi Hybrid 3 days a week from client office Shift Timing General Experience 3 to 6 Years<br /> <br />Role Overview We are looking for a passionate and skilled GenAI Developer to join our team focused on building intelligent agentic AI solutions using Python The ideal candidate will have handson experience in developing applications powered by Large Language Models LLMs Generative AI and multiagent orchestration frameworks This role offers the opportunity to work on cuttingedge AI technologies in a collaborative and agile environment Key Responsibilities Develop and deploy GenAI applications using Python and modern AI frameworks Build and optimize RAG pipelines integrate LLMs and manage vector databases Collaborate with crossfunctional teams including data scientists DevOps and product managers Implement and maintain agentic AI workflows using orchestration tools Ensure code quality scalability and performance of AIdriven applications Stay updated with the latest advancements in GenAI and agentic systems Required Skills Technologies Strong programming skills in Python Experience with LLM frameworks eg LangChain Hugging Face OpenAI SDK Familiarity with vector databases eg FAISS Pinecone Weaviate Understanding of RAG architecture prompt engineering and token optimization Exposure to agentic AI frameworks and multiagent orchestration Experience with AWS Databricks PySpark and SQL Knowledge of Git CICD pipelines and Agile development practices Preferred Qualifications Prior experience in building GenAI or NLPbased applications Understanding of ethical AI principles and data privacy Certifications in AIML or cloud platforms AWS Azure Strong problemsolving and communication skills  </p> <,0.0,0.0,3.0,6.0
Servicenow_Professional,230925504366,INR,10 Days Ago,Diverse Lynx,"rest,css,web services,maven,jsp,jdbc,hibernate,javascript",2-7 Yrs,Not disclosed,Chennai,1863926,359.0,3.5,"<div> <ul> <li> <div> Design, develop, configure, and customize ServiceNow applications and workflows, including Incident, Problem, Change, Asset, and Service Catalog modules. </div> </li> <li> <div> Develop server-side and client-side scripting, UI policies, business rules, workflows, UI actions, and custom applications. </div> </li> <li> <div> Integrate ServiceNow with other enterprise systems using REST, SOAP, and other APIs. </div> </li> <li> <div> Administer and maintain the ServiceNow platform including upgrades, patches, and performance tuning. </div> </li> <li> <div> Collaborate with stakeholders to gather requirements and translate them into technical solutions. </div> </li> <li> <div> Troubleshoot and resolve platform issues promptly. </div> </li> <li> <div> Develop and maintain technical documentation and user guides. </div> </li> <li> <div> Ensure compliance with ITIL best practices and support process improvements. </div> </li> <li> <div> Train and support end-users and team members on ServiceNow functionalities </div> </li> </ul> </div>",0.0,0.0,2.0,7.0
Trust & Safety New Associate,230925932783,INR,10 Days Ago,Accenture,"customer service,creative writing,moderation,content writing,stress analysis,digital marketing,market research,AIOC-S01590048",0-1 Yrs,Not disclosed,Navi Mumbai,27117,66726.0,3.7,"Qualifications: Any Graduation <br><br>The Trust and Safety offering within Accenture Operations helps keep the internet safe and helps platform companies accelerate,scale,and improve their businesses.Content moderators serve as an important line of defense by helping improve the quality and safety of online content while gaining hands-on job experience<br><br> Years of Experience: 0 to 1 years .",0.0,0.0,0.0,1.0
Manager - Data Science,300925918049,INR,3 Days Ago,Axtria,"python,gpm,javascript,django,flask,ansi x2,as2,environmental monitoring",5-6 Yrs,Not disclosed,Gurugram,1466492,714.0,2.9,"<br /><b> Your Responsibilities includes but not limited. </b> <br /><br /><b>  </b> <br /><li>Be an Individual Contributor in the Analytics and Development team and solve real-world problems using cutting-edge capabilities and emerging technologies based on LLM/GenAI/GPT </li><li>Software development experience in python is needed as backend for UI based applications </li><li>Be a part of large delivery teams working on advanced projects when expert assistance is required. </li><li>Deliver advanced Data Science capabilities to businesses in a meaningful manner through successful proof-of-concept solutions, and later smoothly transition the proof-of-concept into production. </li><li>Create Technical documents, develop, test, and deploy data analytics processes using Python, SQL on Azure/AWS platforms </li><li>Can interact with client on GenAI related capabilities and use cases </li><br /><br /><br /><br /><br /><b> Must have <br /><br /><br /></b><b>Skills:</b><li>  <br /><br /><br /></li><li>Minimum of 5-6 years develop, test, and deploy Python based applications on Azure/AWS platforms </li><li>Must have basic knowledge on concepts of Generative AI / LLMs / GPT </li><li>Deep understanding of architecture and work experience on Web Technologies </li><li>Python, SQL hands-on experience </li><li>Expertise in any popular python web frameworks e.g. flask, Django etc. </li><li>Familiarity with frontend technologies like HTML, JavaScript, REACT </li>",0.0,0.0,5.0,6.0
"Title Search--(Full Search,COS,TOS)",150925008599,INR,Few Hours Ago,Venpa Staffing,"US Mortgage,Current Owner Search,Title Search,Netronline,Full Search,Tos,Searching,Current",1-6 Yrs,1-4.5 Lacs PA,Chennai,756229,,,"Location: Work From Home<br><br>Shift: Night Shift (Flexible to work extended hours / weekends when required)<br><br>Qualification: Any Graduate<br><br>Skills Required:  . Proficiency in Nationwide Title Search .  . Hands-on experience with Netronline and other title plants / tools .  . Good command of MS Office (Word,Excel,Outlook) .  <br><br>Experience: 1 5 years",100000.0,450000.0,1.0,6.0
Field Service Engineer,230925931379,INR,10 Days Ago,ABB,"abb,machine learning,service engineering,process control,hmi design,instrumentation engineering,field service,software testing",10-15 Yrs,Not disclosed,Bengaluru,6611,3102.0,4.1,"familiarity with other ABB systems like Freelance,and communication protocols such as Profibus,Modbus,and OPC would be beneficial<br><br>Have 510 years of practical experience in service engineering for ABB Symphony or 800xA systems in the Oil & Gas sector<br><br>Extensive experience with ABB System 800xA for at least 2 years",0.0,0.0,10.0,15.0
Assistant Pharmacist,270725002801,INR,1 Day Ago,Medichemist,"Pharmacy,Medicine,Hospital,Assistance",0-2 Yrs,"80,000-1.25 Lacs PA","Ghaziabad(Sahibabad Industrial Area Site 4 +1), Delhi / NCR",124976295,,,"MALE candidate ONLY Freshers are preferable. 

Able to read prescription, have experience on Marg software, able Manage the pharmacy Store independentlly, able to find shortage and place order, able to Handle coustmer.Diploma/12th/D.Pharma/Any Graduate ",80000.0,125000.0,0.0,2.0
payroll,260925019706,INR,7 Days Ago,Foxconn,"Compliance Management,Statutory Compliance,End To End Payroll,TDS,PF,ESI,Salary Processing,Payroll Processing",1-3 Yrs,Not disclosed,Bengaluru(Devanahalli Road),4497964,2021.0,3.8,Should be well versed in handling half year returns and year end returns,0.0,0.0,1.0,3.0
"Maintenance Engineer - Immediate ,Chakan kuruli phata",290925001466,INR,4 Days Ago,HR Innovation Group,"Plastic,Maintenance,Rubber,Moulds,Plastic Injection Molding,Mould Maintenance,Cipet,Polymer",5-10 Yrs,3-6 Lacs PA,Pune(Talegaon +1),6398332,,,<p> </p><p><strong>post- Maintenance</strong></p><p><strong>Experience- 3 To 10 Years</strong></p><p><strong>Email - punejob2025@gmail.com</strong></p><p><strong>Contact - 9356395439</strong></p><p><strong>Location - Chakan</strong></p><p><strong>Skills</strong></p><p><strong>breakdown</strong></p><p><strong>preventive</strong></p><p><strong>documentation</strong></p><p><strong>Rubber / Plastics</strong></p>,300000.0,600000.0,5.0,10.0
TM  - MFG (Production),31025012845,INR,Just Now,Saint Gobain,"Production,5S Methodology,Manufacturing,MFG,TM",0-3 Yrs,1-3.5 Lacs PA,Sriperumbudur,2888078,1867.0,3.9,Prior experience in a manufacturing or production setting is a plus,100000.0,350000.0,0.0,3.0
Assistant Manager | Office Services/ Office leasing,11025500082,INR,2 Days Ago,Colliers,"Due diligence,Compliance,Competitor analysis,Client coordination,Leasing,Market research,Analysis,Marketing",2-6 Yrs,Not disclosed,Gurugram,2257904,1069.0,3.9,"<div>  <ul>  <li>  <p> Assist in identifying and sourcing prospective tenants for commercial properties. </p>  </li>  <li>  <p> Support senior team members in leasing transactions and client coordination. </p>  </li>  <li>  <p> Maintain property listings and databases of available commercial spaces. </p>  </li>  <li>  <p> Coordinate and schedule site visits with prospective clients. </p>  </li>  <li>  <p> Prepare and share proposals,  brochures,  and leasing documents. </p>  </li>  <li>  <p> Assist in lease negotiations under guidance from the senior team. </p>  </li>  <li>  <p> Keep track of leasing pipeline and prepare regular reports. </p>  </li>  <li>  <p> Liaise with landlords,  property owners,  and brokers for property listings and updates. </p>  </li>  <li>  <p> Conduct market research and competitor analysis in target micro-markets. </p>  </li>  <li>  <p> Support documentation,  due diligence,  and compliance processes.</p></li></ul></div>",0.0,0.0,2.0,6.0
Sales Trainer (International),290925010628,INR,4 Days Ago,Teleperformance (TP),"International Sales,US Sales,Uk Sales,Sales,International,Sales training,Training,Uk",1-6 Yrs,5.5-7 Lacs PA,Hyderabad,1141,34166.0,3.9,Shift : 24 / 7 rotational shift . Weekoff : 2 rotational offs. <br><br>Requirements : Need minimum 6 months on paper experience as a Sales Trainer from International process,550000.0,700000.0,1.0,6.0
Area Business Manager-Acquisition-AGRI-FIN-PROJECTS (AF),230925503098,INR,10 Days Ago,Kotak Mahindra Bank,"Relationship management,agribusiness,Team management,Banking,Commerce,Food processing,Credit risk,Management",5-10 Yrs,Not disclosed,Patiala,3389506,20307.0,3.7, . Job Requirements . Job Role . CA / Post Graduate Diploma / Post Graduate in Banking and Finance / Commerce etc<br><br>Minimum SME funding & portfolio management work experience 5 years . .,0.0,0.0,5.0,10.0
Application Lead,290925908193,INR,4 Days Ago,Accenture,"performance tuning,application design,oracle bi apps,oracle hyperion,design principles,c#,essbase,oracle",5-8 Yrs,Not disclosed,Bengaluru,27117,66726.0,3.7,"Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years full time education. Summary :As an Application Lead,you will lead the effort to design,build,and configure applications,acting as the primary point of contact<br><br>Skills:  - . Must To Have . <br><br>Skills: Proficiency in Oracle Hyperion Essbase.- Good To Have .",0.0,0.0,5.0,8.0
Visual Communication Designer,11025021366,INR,2 Days Ago,Benefact,"Logo Design,Typography,Adobe Creative Suite,Print Ads,Infographics,Print Media,Brochure Design,Corporate Branding",0-3 Yrs,2.5-4 Lacs PA,Chennai(Velachery),125136715,,,"Create content for social media, web, and print. Design logos, branding, campaigns, and marketing assets. Collaborate with teams to deliver engaging, on-brand creatives across platforms.Strong in Adobe Suite, typography, and layout. Skilled in branding and content design for digital & print. Agency experience and creative portfolio preferred.",250000.0,400000.0,0.0,3.0
